gene_name	transcript_id	strand	nreads	ntranscripts	nFSM	nISM	nNIC	nNNC	nFSMreads	nISMreads	nNICreads	nNNCreads
CPXM2	ENST00000241305.4	-	53	12	2	9	0	1	18	33	0	2
CPZ	ENST00000360986.9	+	14	4	2	1	1	0	8	4	2	0
CR1	ENST00000367049.9	+	8	2	0	2	0	0	0	8	0	0
CR1L	ENST00000508064.7	+	40	2	1	1	0	0	38	2	0	0
CRABP1	ENST00000299529.7	+	7619	34	5	10	2	17	6940	465	7	207
CRABP2	ENST00000368222.8	-	1501	19	9	3	0	7	1025	304	0	172
CRACD	ENST00000682029.1	+	1294	119	0	104	6	9	0	1194	34	66
CRACDL	ENST00000397899.7	-	1554	25	1	9	11	4	3	1420	109	22
CRACR2A	ENST00000440314.7	-	18	4	0	1	2	1	0	3	9	6
CRACR2B	ENST00000525077.2	+	42	11	3	4	1	3	15	17	4	6
CRADD	ENST00000332896.8	+	3802	44	12	9	3	20	3425	244	12	121
CRAMP1	ENST00000397412.8	+	92	18	3	9	0	6	19	54	0	19
CRAT	ENST00000318080.7	-	5329	135	14	44	25	52	3108	1749	215	257
CRB1	ENST00000367400.8	+	1207	122	9	81	18	14	385	650	75	97
CRB2	ENST00000373631.8	+	72	17	0	15	0	2	0	62	0	10
CRB3	ENST00000600229.6	+	18	5	1	0	0	4	8	0	0	10
CRBN	ENST00000231948.9	-	26016	533	93	67	89	284	18689	3073	1460	2794
CRCP	ENST00000395326.8	+	4353	406	15	10	7	374	770	423	56	3104
CREB1	ENST00000353267.8	+	5573	171	38	62	25	46	4337	639	223	374
CREB3	ENST00000353704.3	+	12409	133	20	49	4	60	3026	1136	11	8236
CREB3L1	ENST00000621158.5	+	217	35	10	16	5	4	85	112	10	10
CREB3L2	ENST00000330387.11	-	96	14	7	1	0	6	72	2	0	22
CREB3L3	ENST00000078445.7	+	43	4	3	0	0	1	40	0	0	3
CREB3L4	ENST00000368607.8	+	1483	106	9	21	44	32	615	141	563	164
CREB5	ENST00000357727.7	+	1155	53	10	21	9	13	892	107	76	80
CREBBP	ENST00000262367.10	-	2292	173	6	93	2	72	158	1586	7	541
CREBL2	ENST00000228865.3	+	5348	112	20	38	9	45	4030	383	83	852
CREBRF	ENST00000296953.6	+	776	34	10	19	2	3	119	642	4	11
CREBZF	ENST00000527447.2	-	2379	204	123	36	23	22	1685	460	175	59
CREG1	ENST00000370509.5	-	3828	72	16	19	11	26	3080	198	44	506
CREG2	ENST00000324768.6	-	2318	66	21	22	0	23	1732	478	0	108
CRELD1	ENST00000452070.6	+	11136	370	95	83	79	113	7313	1424	599	1800
CRELD2	ENST00000328268.9	+	3372	128	32	34	15	47	1414	1418	145	395
CREM	ENST00000685392.1	+	7162	286	88	52	105	41	5330	438	1103	291
CRH	ENST00000276571.5	-	4031	25	7	0	0	18	3964	0	0	67
CRHBP	ENST00000274368.9	+	2376	41	8	19	1	13	1486	726	8	156
CRHR1	ENST00000314537.10	+	109	25	2	16	3	4	12	80	6	11
CRHR2	ENST00000471646.6	-	229	38	9	10	11	8	137	32	35	25
CRIM1	ENST00000280527.7	+	523	106	2	56	8	40	5	326	31	161
CRIP1	ENST00000392531.4	+	973	37	16	0	4	17	875	0	22	76
CRIP2	ENST00000329146.9	+	36599	408	18	32	18	340	29432	3687	131	3349
CRIP3	ENST00000372569.8	-	466	37	4	10	19	4	46	233	174	13
CRIPT	ENST00000238892.4	+	15734	119	8	29	2	80	14093	1066	4	571
CRISP2	ENST00000339139.5	-	83	7	2	2	0	3	17	8	0	58
CRISPLD1	ENST00000262207.9	+	2277	133	24	58	12	39	1414	657	54	152
CRISPLD2	ENST00000262424.10	+	55	9	1	7	0	1	30	23	0	2
CRK	ENST00000300574.3	-	842	42	17	15	0	10	675	107	0	60
CRKL	ENST00000354336.8	+	1304	94	32	22	1	39	931	195	3	175
CRLF1	ENST00000392386.8	-	451	22	2	8	2	10	31	310	12	98
CRLF3	ENST00000324238.7	-	3134	170	0	14	7	134	0	405	73	2580
CRLS1	ENST00000378863.9	+	1773	133	34	51	6	42	951	609	26	187
CRMP1	ENST00000324989.12	-	54946	493	27	64	25	377	36115	13493	594	4744
CRNKL1	ENST00000536226.2	-	5506	263	22	149	5	87	2105	2077	15	1309
CROCC	ENST00000375541.10	+	564	78	1	36	18	23	3	339	96	126
CROT	ENST00000331536.8	+	2259	94	10	48	12	24	1502	593	52	112
CRPPA	ENST00000407010.7	-	89	27	9	4	8	6	35	11	26	17
CRTAC1	ENST00000370597.8	-	2175	90	9	47	2	32	955	1090	4	126
CRTAM	ENST00000227348.9	+	43	8	2	1	0	5	24	4	0	15
CRTAP	ENST00000320954.11	+	2143	97	19	30	2	44	1498	384	5	216
CRTC1	ENST00000321949.13	+	474	57	1	25	12	19	28	238	38	170
CRTC2	ENST00000368633.2	-	1595	147	0	49	15	83	0	916	55	624
CRTC3	ENST00000268184.11	+	300	36	2	27	1	6	50	222	8	20
CRY1	ENST00000008527.10	-	3881	135	6	26	27	76	2203	912	379	387
CRY2	ENST00000616080.2	+	3377	122	14	39	15	54	2002	953	82	340
CRYAB	ENST00000650687.2	-	26071	73	31	3	3	36	25799	28	63	181
CRYBA2	ENST00000295728.7	-	97	12	7	1	0	4	55	2	0	40
CRYBA4	ENST00000354760.4	+	4	1	1	0	0	0	4	0	0	0
CRYBB1	ENST00000647684.1	-	445	25	3	8	0	14	96	30	0	319
CRYBB2	ENST00000398215.3	+	21	8	2	3	0	3	7	7	0	7
CRYBG1	ENST00000633556.3	+	26	7	0	2	0	5	0	4	0	22
CRYBG2	ENST00000308182.10	-	17	5	0	4	1	0	0	11	6	0
CRYBG3	ENST00000389622.7	+	594	58	0	50	2	6	0	575	6	13
CRYGB	ENST00000260988.5	-	3	1	0	0	0	1	0	0	0	3
CRYGC	ENST00000282141.4	-	9	1	1	0	0	0	9	0	0	0
CRYGD	ENST00000264376.5	-	2485	18	4	3	1	10	1920	526	14	25
CRYGN	ENST00000337323.3	-	41	12	2	2	6	2	5	9	23	4
CRYGS	ENST00000307944.6	-	332	37	19	0	0	18	194	0	0	138
CRYL1	ENST00000298248.12	-	8939	167	11	49	44	63	6847	1018	472	602
CRYM	ENST00000572914.2	-	68986	327	3	38	34	252	52334	12824	1183	2645
CRYZ	ENST00000340866.10	-	4894	120	24	25	12	59	3689	704	139	362
CRYZL1	ENST00000381554.8	-	24775	594	32	71	113	378	10437	1745	2630	9963
CS	ENST00000351328.8	-	24674	253	17	33	57	146	18640	3583	1354	1097
CSAD	ENST00000444623.6	-	1252	172	2	29	60	81	29	470	326	427
CSAG1	ENST00000452779.3	-	87	12	0	1	1	10	0	4	2	81
CSDC2	ENST00000306149.12	+	1591	41	5	11	2	23	1308	177	7	99
CSDE1	ENST00000358528.9	-	46275	890	42	160	73	615	11113	23429	619	11114
CSE1L	ENST00000262982.3	+	34574	445	6	159	44	236	9522	22881	323	1848
CSF1	ENST00000329608.11	+	136	23	2	21	0	0	9	127	0	0
CSF1R	ENST00000675795.1	-	864	48	9	25	1	13	456	358	2	48
CSF2RA	ENST00000381529.9	+	199	29	4	10	7	8	55	44	25	75
CSF3	ENST00000394149.8	+	176	9	5	3	0	1	164	9	0	3
CSF3R	ENST00000373106.6	-	179	25	4	17	0	4	47	105	0	27
CSGALNACT1	ENST00000692225.2	-	1761	104	4	26	30	44	63	704	778	216
CSGALNACT2	ENST00000374466.4	+	2592	159	4	63	41	51	585	649	1122	236
CSH1	ENST00000316193.13	-	7	1	1	0	0	0	7	0	0	0
CSH2	ENST00000392886.7	-	2	1	1	0	0	0	2	0	0	0
CSK	ENST00000220003.14	+	1880	65	19	42	2	2	324	1547	5	4
CSKMT	ENST00000532971.2	+	626	16	10	3	0	3	576	29	0	21
CSMD1	ENST00000635120.2	-	4320	326	3	200	27	96	132	2092	1409	687
CSMD2	ENST00000373381.9	-	246	53	0	34	1	18	0	193	2	51
CSMD3	ENST00000297405.10	-	1589	171	16	81	10	63	482	647	38	419
CSN1S1	ENST00000246891.9	+	5	2	0	0	0	2	0	0	0	5
CSNK1A1	ENST00000377843.8	-	26144	642	125	193	27	297	17336	6199	107	2502
CSNK1D	ENST00000314028.11	-	3301	107	25	33	16	33	2273	797	58	173
CSNK1E	ENST00000396832.6	-	10449	206	16	66	36	88	1206	7781	463	999
CSNK1G1	ENST00000303052.13	-	492	59	13	25	9	12	207	103	135	47
CSNK1G2	ENST00000255641.13	+	1092	56	2	40	10	4	11	1016	49	16
CSNK1G3	ENST00000696905.1	+	1906	171	21	78	33	39	235	1294	251	126
CSNK2A1	ENST00000217244.9	-	11593	265	72	51	18	124	8597	1487	77	1432
CSNK2A2	ENST00000262506.8	-	881	55	7	39	0	9	137	671	0	73
CSNK2A3	ENST00000528848.3	-	320	11	10	0	0	0	316	0	0	0
CSNK2B	ENST00000375882.7	+	3345	34	10	13	2	9	2903	291	61	90
CSPG4	ENST00000308508.5	-	47	8	1	7	0	0	2	45	0	0
CSPG5	ENST00000264723.9	-	3251	85	8	13	3	61	1222	1399	18	612
CSPP1	ENST00000678616.1	+	6091	346	58	174	74	40	923	4520	483	165
CSRNP1	ENST00000273153.10	-	489	22	3	10	1	8	346	99	5	39
CSRNP2	ENST00000228515.6	-	1089	47	7	21	13	6	488	339	246	16
CSRNP3	ENST00000651982.1	+	2621	174	24	97	1	52	484	1761	2	374
CSRP1	ENST00000340006.7	-	43141	158	30	4	5	119	37694	4091	76	1280
CSRP2	ENST00000311083.10	-	72085	279	21	38	22	198	54871	7734	256	9224
CST3	ENST00000376925.8	-	91650	240	12	18	1	209	79419	9306	7	2918
CST6	ENST00000312134.3	+	7	2	2	0	0	0	7	0	0	0
CST7	ENST00000480798.2	+	22	3	2	1	0	0	18	4	0	0
CSTA	ENST00000264474.4	+	25	2	1	0	0	1	22	0	0	3
CSTB	ENST00000291568.7	-	25172	62	28	2	1	31	24337	372	7	456
CSTF1	ENST00000217109.9	+	5121	135	16	53	26	40	2875	708	1292	246
CSTF2	ENST00000372972.7	+	3981	199	12	104	29	54	2331	1015	186	449
CSTF2T	ENST00000331173.6	-	3968	91	82	0	0	0	3930	0	0	0
CSTF3	ENST00000323959.9	-	26929	262	36	52	12	162	22808	1836	320	1965
CT45A1	ENST00000594565.6	+	12	3	2	1	0	0	9	3	0	0
CT45A10	ENST00000682849.1	-	13	3	2	1	0	0	11	2	0	0
CT45A2	ENST00000612907.2	-	2	1	1	0	0	0	2	0	0	0
CT45A3	ENST00000598716.3	-	9	1	1	0	0	0	9	0	0	0
CT45A5	ENST00000698999.1	-	41	4	2	0	0	2	17	0	0	24
CT45A6	ENST00000620654.2	-	39	4	0	2	0	2	0	6	0	33
CT45A7	ENST00000610598.5	-	39	4	3	1	0	0	37	2	0	0
CT83	ENST00000371894.5	-	16	2	2	0	0	0	16	0	0	0
CTAG2	ENST00000369585.4	-	19	2	2	0	0	0	19	0	0	0
CTAGE1	ENST00000391403.4	-	12	2	2	0	0	0	12	0	0	0
CTBP1	ENST00000382952.8	-	6663	186	8	17	33	128	1746	944	3280	693
CTBP2	ENST00000337195.11	-	7468	293	34	72	88	99	2533	2544	1804	587
CTBS	ENST00000370630.6	-	882	79	16	35	2	26	580	195	10	97
CTC1	ENST00000651323.1	-	793	122	3	38	49	32	19	222	260	292
CTCF	ENST00000264010.10	+	3300	128	29	72	0	27	828	1897	0	575
CTDNEP1	ENST00000574322.6	-	5230	152	21	30	18	83	2632	1934	97	567
CTDP1	ENST00000613122.5	+	201	45	6	39	0	0	49	152	0	0
CTDSP1	ENST00000273062.7	+	988	57	8	30	11	8	64	463	442	19
CTDSP2	ENST00000398073.7	-	963	63	12	13	26	12	544	238	137	44
CTDSPL	ENST00000273179.10	+	650	37	6	15	10	6	351	207	64	28
CTDSPL2	ENST00000260327.9	+	3518	165	19	48	21	77	542	519	179	2278
CTF1	ENST00000279804.3	+	4	2	0	0	0	2	0	0	0	4
CTH	ENST00000370938.8	+	1828	76	24	22	4	26	1377	202	25	224
CTHRC1	ENST00000330295.10	+	923	33	11	11	4	7	807	77	20	19
CTIF	ENST00000256413.8	+	283	81	24	36	17	4	100	110	59	14
CTNNA1	ENST00000302763.12	+	21564	541	65	113	126	237	8320	5262	4478	3504
CTNNA2	ENST00000402739.9	+	156261	1178	14	241	40	883	5490	141678	986	8107
CTNNA3	ENST00000433211.7	-	30	6	2	1	0	3	7	2	0	21
CTNNAL1	ENST00000325551.9	-	4470	193	4	73	16	100	879	1453	168	1970
CTNNB1	ENST00000349496.11	+	12419	499	43	136	18	302	6196	3498	79	2646
CTNNBIP1	ENST00000377263.6	-	1036	39	8	11	2	18	245	738	4	49
CTNNBL1	ENST00000361383.11	+	15846	274	11	47	18	198	8206	3739	355	3546
CTNND1	ENST00000399050.10	+	3271	271	23	82	12	154	495	1189	145	1442
CTNND2	ENST00000304623.13	-	17641	520	6	182	105	227	18	13069	3369	1185
CTNS	ENST00000046640.9	+	802	66	7	29	20	10	300	142	328	32
CTPS1	ENST00000650070.2	+	5462	215	25	102	13	75	3557	1156	70	679
CTPS2	ENST00000359276.9	-	1260	105	25	37	7	36	706	288	18	248
CTR9	ENST00000361367.7	+	4574	171	7	97	5	62	1381	2550	24	619
CTRC	ENST00000375949.5	+	5	1	0	1	0	0	0	5	0	0
CTRL	ENST00000574481.6	-	198	39	16	21	0	2	65	119	0	14
CTSA	ENST00000646241.3	+	8253	252	38	91	18	105	5523	1848	119	763
CTSB	ENST00000353047.11	-	56211	1012	81	44	38	849	40259	3735	1776	10441
CTSC	ENST00000227266.10	-	1905	55	19	13	2	21	1598	231	6	70
CTSD	ENST00000236671.7	-	25238	160	24	27	5	104	20079	3880	17	1262
CTSE	ENST00000358184.7	-	4	1	1	0	0	0	4	0	0	0
CTSF	ENST00000310325.10	-	5469	98	14	50	7	27	1776	3574	16	103
CTSG	ENST00000216336.3	-	2	1	0	1	0	0	0	2	0	0
CTSH	ENST00000220166.10	-	4446	96	13	19	8	56	3150	459	52	785
CTSK	ENST00000271651.8	-	732	25	2	3	1	19	61	59	2	610
CTSL	ENST00000343150.10	+	10309	130	34	35	18	43	2914	1360	200	5835
CTSO	ENST00000433477.4	-	640	18	3	12	0	3	179	455	0	6
CTSS	ENST00000368985.8	-	586	24	7	12	0	5	457	114	0	15
CTSV	ENST00000259470.6	-	819	28	9	11	1	7	660	132	2	25
CTSW	ENST00000307886.8	+	10	1	1	0	0	0	10	0	0	0
CTSZ	ENST00000217131.6	-	79	27	9	2	1	15	29	5	2	43
CTTN	ENST00000301843.13	+	5251	283	21	125	47	90	1986	1738	415	1112
CTTNBP2	ENST00000160373.8	-	4945	254	12	100	44	98	228	3496	584	637
CTTNBP2NL	ENST00000271277.11	+	4058	114	18	46	8	42	1311	1889	35	823
CTU2	ENST00000453996.7	+	1415	57	5	19	4	29	852	310	17	236
CTXN1	ENST00000318978.6	-	1715	86	2	0	0	84	1248	0	0	467
CTXN2	ENST00000417307.3	+	1514	51	31	0	14	6	1194	0	299	21
CTXN3	ENST00000379445.8	+	4718	32	17	4	0	11	4573	64	0	81
CTXND1	ENST00000560778.3	-	57	6	5	1	0	0	49	8	0	0
CUBN	ENST00000377833.10	-	51	11	0	11	0	0	0	51	0	0
CUEDC1	ENST00000577830.6	-	478	43	11	16	11	5	226	153	29	70
CUEDC2	ENST00000369937.5	-	34875	258	7	16	45	189	25152	6189	1022	2509
CUL1	ENST00000325222.9	+	129629	1212	23	292	140	757	35073	77078	6527	10951
CUL2	ENST00000374749.8	-	6939	237	12	106	13	106	3774	2244	116	805
CUL3	ENST00000264414.9	-	4408	159	20	100	6	33	543	3312	24	529
CUL4A	ENST00000375440.9	+	2237	190	0	119	0	71	0	1446	0	791
CUL4B	ENST00000371322.11	-	1721	145	36	64	0	45	758	514	0	449
CUL5	ENST00000393094.7	+	2325	146	21	93	4	28	277	1762	31	255
CUL7	ENST00000265348.9	-	4378	183	17	81	24	61	486	3314	130	448
CUL9	ENST00000252050.9	+	47488	483	25	128	81	249	4735	39428	692	2633
CUTA	ENST00000488034.6	-	20167	187	26	17	37	107	18618	537	468	544
CUTC	ENST00000370476.10	+	5521	143	5	43	10	85	3883	461	158	1019
CUX1	ENST00000292535.12	+	6132	169	10	60	5	94	928	1474	31	3699
CUX2	ENST00000261726.11	+	774	72	0	56	4	12	0	721	14	39
CUZD1	ENST00000392790.6	-	57	14	0	14	0	0	0	57	0	0
CWC15	ENST00000279839.8	-	23105	177	17	36	17	107	19530	1937	273	1365
CWC22	ENST00000410053.8	-	5463	216	5	110	12	88	1121	3434	80	826
CWC25	ENST00000614790.5	-	2598	104	6	62	18	18	531	1875	110	82
CWC27	ENST00000381070.8	+	11250	327	11	89	11	216	4734	2630	209	3677
CWF19L1	ENST00000354105.10	-	2847	196	5	33	50	108	889	499	588	871
CWF19L2	ENST00000282251.10	-	3215	118	4	67	8	39	705	2164	54	292
CWH43	ENST00000226432.9	+	3	1	0	0	0	1	0	0	0	3
CX3CL1	ENST00000006053.7	+	2810	28	13	0	0	15	2726	0	0	84
CX3CR1	ENST00000399220.3	-	467	15	12	0	0	3	456	0	0	11
CXADR	ENST00000284878.12	+	17080	85	20	40	1	23	15712	1185	2	179
CXCL1	ENST00000395761.4	+	449	15	7	3	3	2	402	11	26	10
CXCL10	ENST00000306602.3	-	89	1	1	0	0	0	89	0	0	0
CXCL11	ENST00000306621.8	-	19	2	2	0	0	0	19	0	0	0
CXCL12	ENST00000343575.11	-	2977	32	17	5	1	9	2894	45	2	36
CXCL13	ENST00000682537.1	+	2	1	0	1	0	0	0	2	0	0
CXCL14	ENST00000512158.6	-	32468	95	15	10	2	68	25385	912	102	6069
CXCL16	ENST00000293778.12	-	559	22	12	9	0	1	430	127	0	2
CXCL2	ENST00000508487.3	-	218	13	8	3	2	0	192	8	18	0
CXCL3	ENST00000296026.4	-	57	4	2	1	1	0	51	2	4	0
CXCL5	ENST00000296027.5	-	86	5	3	2	0	0	30	56	0	0
CXCL6	ENST00000226317.10	+	32	5	4	1	0	0	30	2	0	0
CXCL8	ENST00000307407.8	+	459	9	5	1	0	3	441	7	0	11
CXCR4	ENST00000241393.4	-	9069	29	9	0	0	20	8954	0	0	115
CXCR6	ENST00000304552.5	+	2	1	1	0	0	0	2	0	0	0
CXorf38	ENST00000327877.10	-	388	40	7	13	8	12	194	67	38	89
CXorf58	ENST00000379211.8	+	6	2	2	0	0	0	6	0	0	0
CXXC1	ENST00000285106.11	-	7840	304	13	33	71	187	3994	793	583	2470
CXXC4	ENST00000394767.3	-	247	27	6	13	2	6	82	132	21	12
CXXC5	ENST00000302517.8	+	5153	105	31	32	23	19	1609	3279	193	72
CYB561	ENST00000360793.8	-	3003	86	29	4	7	46	2259	95	58	591
CYB561A3	ENST00000294072.9	-	1353	61	11	12	11	27	1029	129	57	138
CYB561D1	ENST00000420578.7	+	231	30	11	1	2	15	156	3	9	61
CYB561D2	ENST00000425346.6	+	2203	64	32	1	9	22	1538	4	558	103
CYB5A	ENST00000340533.9	-	11752	90	12	17	4	57	8690	328	42	2692
CYB5B	ENST00000307892.13	+	20209	195	33	13	9	140	16899	324	126	2860
CYB5D1	ENST00000332439.5	+	632	52	29	13	0	10	541	67	0	24
CYB5D2	ENST00000301391.8	+	6317	131	26	17	5	83	5238	326	47	706
CYB5R1	ENST00000367249.9	-	6663	113	11	26	34	42	4963	760	403	537
CYB5R2	ENST00000299498.11	-	1325	58	10	16	17	15	568	285	330	142
CYB5R3	ENST00000352397.10	-	11789	139	8	13	9	109	10253	622	69	845
CYB5R4	ENST00000369681.10	+	2578	129	4	41	12	72	1389	377	36	776
CYB5RL	ENST00000534324.6	-	161	12	3	2	2	5	11	62	20	68
CYBA	ENST00000261623.8	-	1638	23	8	8	2	5	1467	114	19	38
CYBB	ENST00000378588.5	+	91	16	5	10	0	1	62	27	0	2
CYBC1	ENST00000306645.10	-	4918	183	59	23	35	66	3731	553	301	333
CYBRD1	ENST00000321348.9	+	1223	54	31	9	0	14	1120	43	0	60
CYC1	ENST00000318911.5	+	20812	138	13	11	20	94	17392	2044	438	938
CYCS	ENST00000305786.7	-	69175	283	22	14	7	240	62885	4750	94	1446
CYFIP1	ENST00000617928.5	-	34917	607	29	165	97	316	4898	24780	1369	3870
CYFIP2	ENST00000620254.5	+	12757	344	9	61	5	269	1298	3932	19	7508
CYGB	ENST00000293230.10	-	313	15	3	5	0	7	214	47	0	52
CYLD	ENST00000427738.8	+	2290	265	20	150	9	86	278	1325	42	645
CYP11A1	ENST00000268053.11	-	173	18	3	9	0	6	102	44	0	27
CYP17A1	ENST00000369887.4	-	12	2	2	0	0	0	12	0	0	0
CYP19A1	ENST00000396402.6	-	2	1	0	1	0	0	0	2	0	0
CYP1A1	ENST00000379727.8	-	14	4	1	3	0	0	3	11	0	0
CYP1B1	ENST00000610745.5	-	16	4	2	2	0	0	12	4	0	0
CYP20A1	ENST00000356079.9	+	1185	100	15	30	18	37	587	174	115	309
CYP24A1	ENST00000216862.8	-	57	9	1	2	5	1	13	11	30	3
CYP26A1	ENST00000224356.5	+	2719	145	51	24	40	30	1647	492	226	354
CYP26B1	ENST00000001146.7	-	178	18	3	8	2	5	41	110	7	20
CYP27A1	ENST00000258415.9	+	1369	51	11	28	3	9	994	338	9	28
CYP27B1	ENST00000228606.9	-	9	3	0	3	0	0	0	9	0	0
CYP27C1	ENST00000664447.2	-	9	4	1	2	0	1	2	4	0	3
CYP2A13	ENST00000330436.4	+	8	3	0	2	0	1	0	5	0	3
CYP2A6	ENST00000301141.10	-	5	2	0	2	0	0	0	5	0	0
CYP2C8	ENST00000371270.6	-	195	28	2	21	1	4	11	158	2	24
CYP2E1	ENST00000252945.8	+	1027	97	6	41	15	35	53	563	189	222
CYP2J2	ENST00000371204.4	-	1838	45	9	22	5	9	1448	256	83	51
CYP2R1	ENST00000334636.10	-	2418	134	12	24	40	32	602	608	551	243
CYP2S1	ENST00000310054.9	+	59	12	2	7	3	0	26	25	8	0
CYP2U1	ENST00000332884.11	+	261	49	12	28	1	8	70	147	7	37
CYP39A1	ENST00000275016.3	-	197	26	7	6	6	7	134	15	19	29
CYP3A43	ENST00000354829.7	+	16	2	0	2	0	0	0	16	0	0
CYP3A5	ENST00000222982.8	-	10	3	2	0	0	1	8	0	0	2
CYP46A1	ENST00000261835.8	+	3449	113	9	46	17	41	1415	1570	214	250
CYP4A11	ENST00000310638.9	-	42	6	0	0	0	6	0	0	0	42
CYP4B1	ENST00000371923.9	+	18	4	2	0	0	2	13	0	0	5
CYP4F11	ENST00000402119.9	-	220	32	25	7	0	0	195	25	0	0
CYP4F12	ENST00000550308.6	+	2	1	1	0	0	0	2	0	0	0
CYP4F3	ENST00000221307.13	+	7	2	1	1	0	0	4	3	0	0
CYP4V2	ENST00000378802.5	+	179	30	6	13	0	11	77	44	0	58
CYP4X1	ENST00000371901.4	+	2753	93	6	63	4	20	1630	997	12	114
CYP4Z1	ENST00000334194.4	+	50	11	2	8	0	1	5	41	0	4
CYP51A1	ENST00000003100.13	-	16888	320	39	86	15	180	3556	2759	166	10407
CYP7B1	ENST00000310193.4	-	291	46	15	15	3	13	136	71	21	63
CYREN	ENST00000393114.8	-	2151	133	23	7	54	49	1124	124	691	212
CYRIA	ENST00000381323.7	-	9631	302	23	94	56	129	4006	2275	542	2808
CYRIB	ENST00000694912.1	-	19014	594	33	65	205	291	6102	2508	7896	2508
CYS1	ENST00000381813.5	-	64	9	3	2	0	4	26	8	0	30
CYSLTR1	ENST00000373304.4	-	43	6	6	0	0	0	43	0	0	0
CYSLTR2	ENST00000682523.1	+	4	2	1	0	1	0	2	0	2	0
CYSRT1	ENST00000650725.2	+	141	13	12	0	0	1	138	0	0	3
CYSTM1	ENST00000261811.6	+	13504	60	9	10	1	37	12046	777	2	641
CYTH1	ENST00000446868.8	-	1454	84	6	40	15	23	342	588	398	126
CYTH2	ENST00000452733.7	+	12843	190	9	59	23	99	8522	3555	219	547
CYTH3	ENST00000350796.8	-	248	28	1	20	3	4	51	158	19	20
CYTH4	ENST00000248901.11	+	130	13	4	7	2	0	89	24	17	0
CYTIP	ENST00000264192.8	-	164	23	2	10	0	11	8	40	0	116
CYTL1	ENST00000307746.9	-	175	9	3	1	0	5	140	16	0	19
CYYR1	ENST00000652641.2	-	1322	35	13	12	0	10	889	405	0	28
CZIB	ENST00000294360.5	-	11964	164	23	43	19	79	9502	1042	518	902
D2HGDH	ENST00000321264.9	+	428	47	5	25	7	10	225	138	34	31
DAAM1	ENST00000360909.8	+	10221	249	31	133	7	78	453	5025	405	4338
DAAM2	ENST00000274867.9	+	448	60	7	46	0	7	80	326	0	42
DAB1	ENST00000371236.7	-	16885	437	14	125	63	235	2239	5635	522	8489
DAB2	ENST00000320816.11	-	239	43	0	19	0	24	0	95	0	144
DAB2IP	ENST00000408936.8	+	429	61	3	45	2	11	24	355	7	43
DACH1	ENST00000613252.5	-	5944	176	19	101	1	55	1065	4567	2	310
DACH2	ENST00000373125.9	+	17603	147	1	54	22	70	28	12901	3612	1062
DACT1	ENST00000395153.8	+	478	50	21	9	7	13	291	103	51	33
DACT3	ENST00000391916.7	-	8	2	2	0	0	0	8	0	0	0
DAD1	ENST00000250498.9	-	35519	88	3	5	3	77	33559	953	466	541
DAG1	ENST00000308775.7	+	559	32	23	0	5	4	533	0	16	10
DAGLA	ENST00000257215.10	+	188	32	1	14	0	17	19	68	0	101
DAGLB	ENST00000297056.11	-	3947	121	13	29	26	53	2356	952	279	360
DALRD3	ENST00000341949.9	-	5443	298	11	55	150	82	1725	1440	1703	575
DAND5	ENST00000317060.4	+	25	3	2	0	1	0	20	0	5	0
DAP	ENST00000230895.11	-	3640	31	12	2	1	16	3346	204	6	84
DAP3	ENST00000368336.10	+	15410	439	48	81	148	162	10205	1431	2769	1005
DAPK1	ENST00000408954.8	+	1795	176	16	108	7	45	169	1386	17	223
DAPK2	ENST00000457488.6	-	196	24	3	8	5	8	27	88	58	23
DAPK3	ENST00000545797.7	-	2456	68	9	11	8	40	377	212	1530	337
DAPL1	ENST00000309950.8	+	26	1	1	0	0	0	26	0	0	0
DAPP1	ENST00000512369.2	+	6	3	1	1	0	1	2	2	0	2
DARS1	ENST00000264161.9	-	22107	233	31	58	13	131	17937	2234	340	1596
DARS2	ENST00000649689.2	+	1356	147	41	61	8	37	868	344	30	114
DAW1	ENST00000309931.3	+	362	29	1	18	3	7	6	97	11	248
DAXX	ENST00000374542.10	-	2799	53	1	17	11	24	1999	497	121	182
DAZAP1	ENST00000233078.9	+	617	95	16	35	12	32	117	322	27	151
DAZAP2	ENST00000412716.8	+	38767	599	40	15	4	540	32727	1014	123	4903
DAZL	ENST00000399444.7	-	2	1	0	0	0	1	0	0	0	2
DBF4	ENST00000265728.6	+	2889	131	15	33	34	49	1662	164	715	348
DBF4B	ENST00000315005.8	+	306	53	7	10	11	25	67	81	47	111
DBH	ENST00000393056.8	+	67	13	4	5	0	4	35	12	0	20
DBI	ENST00000355857.8	+	72758	175	41	19	7	108	69764	1813	101	1080
DBN1	ENST00000393565.6	-	22799	504	12	107	35	350	11985	6235	241	4338
DBNDD1	ENST00000002501.11	-	3336	15	6	0	0	9	3305	0	0	31
DBNDD2	ENST00000372710.5	+	32027	156	53	11	3	89	29164	542	13	2308
DBNL	ENST00000448521.6	+	7223	187	12	45	44	86	4998	1112	319	794
DBP	ENST00000222122.10	-	1016	36	13	11	0	12	231	712	0	73
DBR1	ENST00000260803.9	-	3030	96	17	37	6	36	2264	397	150	219
DBT	ENST00000370132.8	-	405	56	10	28	1	17	164	122	2	117
DBX1	ENST00000524983.3	-	127	2	1	1	0	0	123	4	0	0
DBX2	ENST00000332700.6	-	58	16	10	5	0	1	43	12	0	3
